sparql,template_name,variables,answer,question
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""R3a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'R3a'}",['35 [ft_i]'],What is the maximum building height in the R3a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :permitsUse ?regulation_value ;
                rdfs:label ""FI1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':permitsUse', 'regulation_text': 'permits use', 'zoning': 'FI1'}",[],What is the permits use in the FI1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotSize ?regulation_value ;
                rdfs:label ""FI1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'zoning': 'FI1'}",[],What is the minimum lot size in the FI1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxDensity ?regulation_value ;
                rdfs:label ""FI1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'zoning': 'FI1'}",[],What is the maximum density in the FI1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotWidth ?regulation_value ;
                rdfs:label ""FI1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'zoning': 'FI1'}",['50 [ft_i]'],What is the minimum lot width in the FI1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotDepth ?regulation_value ;
                rdfs:label ""FI1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'zoning': 'FI1'}",['75 [ft_i]'],What is the minimum lot depth in the FI1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minFrontSetback ?regulation_value ;
                rdfs:label ""FI1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'zoning': 'FI1'}",['0 [ft_i]'],What is the minimum front setback in the FI1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minSideSetback ?regulation_value ;
                rdfs:label ""FI1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'zoning': 'FI1'}",['0 [ft_i]'],What is the minimum side setback in the FI1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minRearSetback ?regulation_value ;
                rdfs:label ""FI1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'zoning': 'FI1'}",['0 [ft_i]'],What is the minimum rear setback in the FI1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""FI1"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'FI1'}",['60 [ft_i]'],What is the maximum building height in the FI1 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :permitsUse ?regulation_value ;
                rdfs:label ""C2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':permitsUse', 'regulation_text': 'permits use', 'zoning': 'C2'}",[],What is the permits use in the C2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotSize ?regulation_value ;
                rdfs:label ""C2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'zoning': 'C2'}",[],What is the minimum lot size in the C2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxDensity ?regulation_value ;
                rdfs:label ""C2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'zoning': 'C2'}",[],What is the maximum density in the C2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotWidth ?regulation_value ;
                rdfs:label ""C2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'zoning': 'C2'}",['30 [ft_i]'],What is the minimum lot width in the C2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotDepth ?regulation_value ;
                rdfs:label ""C2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'zoning': 'C2'}",['70 [ft_i]'],What is the minimum lot depth in the C2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minFrontSetback ?regulation_value ;
                rdfs:label ""C2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'zoning': 'C2'}",['0 [ft_i]'],What is the minimum front setback in the C2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minSideSetback ?regulation_value ;
                rdfs:label ""C2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'zoning': 'C2'}",['0 [ft_i]'],What is the minimum side setback in the C2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minRearSetback ?regulation_value ;
                rdfs:label ""C2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'zoning': 'C2'}",['0 [ft_i]'],What is the minimum rear setback in the C2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""C2"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'C2'}",['40 [ft_i]'],What is the maximum building height in the C2 zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :permitsUse ?regulation_value ;
                rdfs:label ""R2b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':permitsUse', 'regulation_text': 'permits use', 'zoning': 'R2b'}",[],What is the permits use in the R2b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotSize ?regulation_value ;
                rdfs:label ""R2b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'zoning': 'R2b'}",['6000 [sft_i]'],What is the minimum lot size in the R2b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxDensity ?regulation_value ;
                rdfs:label ""R2b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'zoning': 'R2b'}",['6 [du/acr_u]'],What is the maximum density in the R2b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotWidth ?regulation_value ;
                rdfs:label ""R2b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'zoning': 'R2b'}",['60 [ft_i]'],What is the minimum lot width in the R2b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotDepth ?regulation_value ;
                rdfs:label ""R2b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'zoning': 'R2b'}",['70 [ft_i]'],What is the minimum lot depth in the R2b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minFrontSetback ?regulation_value ;
                rdfs:label ""R2b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'zoning': 'R2b'}",['15 [ft_i]'],What is the minimum front setback in the R2b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minSideSetback ?regulation_value ;
                rdfs:label ""R2b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'zoning': 'R2b'}",['5 [ft_i]'],What is the minimum side setback in the R2b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minRearSetback ?regulation_value ;
                rdfs:label ""R2b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'zoning': 'R2b'}",['20 [ft_i]'],What is the minimum rear setback in the R2b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""R2b"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'R2b'}",['35 [ft_i]'],What is the maximum building height in the R2b zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :permitsUse ?regulation_value ;
                rdfs:label ""R1a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':permitsUse', 'regulation_text': 'permits use', 'zoning': 'R1a'}",[],What is the permits use in the R1a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotSize ?regulation_value ;
                rdfs:label ""R1a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'zoning': 'R1a'}",['35000 [sft_i]'],What is the minimum lot size in the R1a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxDensity ?regulation_value ;
                rdfs:label ""R1a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'zoning': 'R1a'}",['1 [du/acr_u]'],What is the maximum density in the R1a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotWidth ?regulation_value ;
                rdfs:label ""R1a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'zoning': 'R1a'}",['125 [ft_i]'],What is the minimum lot width in the R1a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minLotDepth ?regulation_value ;
                rdfs:label ""R1a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'zoning': 'R1a'}",['150 [ft_i]'],What is the minimum lot depth in the R1a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minFrontSetback ?regulation_value ;
                rdfs:label ""R1a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'zoning': 'R1a'}",['25 [ft_i]'],What is the minimum front setback in the R1a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minSideSetback ?regulation_value ;
                rdfs:label ""R1a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'zoning': 'R1a'}",['10 [ft_i]'],What is the minimum side setback in the R1a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :minRearSetback ?regulation_value ;
                rdfs:label ""R1a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'zoning': 'R1a'}",['30 [ft_i]'],What is the minimum rear setback in the R1a zoning district?
"
SELECT ?regulation_value

WHERE {
        ?zoning :maxBuildingHeight ?regulation_value ;
                rdfs:label ""R1a"" .
}
",template_dimreg_2var_m_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'zoning': 'R1a'}",['35 [ft_i]'],What is the maximum building height in the R1a zoning district?
"
ASK {
        ?zoning :minLotSize ""35000"" ;
                rdfs:label ""R1a"" .
}
",template_dimreg_4var_yn_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'regulation_value': '35000', 'zoning': 'R1a', 'unit_symbol': '[sft_i]', 'unit_text': 'square feet'}",False,Is the minimum lot size for a property in the R1a zoning district 35000 square feet?
"
ASK {
        ?zoning :maxDensity ""1"" ;
                rdfs:label ""R1a"" .
}
",template_dimreg_4var_yn_answer,"{'regulation_predicate': ':maxDensity', 'regulation_text': 'maximum density', 'regulation_value': '1', 'zoning': 'R1a', 'unit_symbol': '[du/acr_u]', 'unit_text': 'dwelling units per acre'}",False,Is the maximum density for a property in the R1a zoning district 1 dwelling units per acre?
"
ASK {
        ?zoning :minLotWidth ""125"" ;
                rdfs:label ""R1a"" .
}
",template_dimreg_4var_yn_answer,"{'regulation_predicate': ':minLotWidth', 'regulation_text': 'minimum lot width', 'regulation_value': '125', 'zoning': 'R1a', 'unit_symbol': '[ft_i]', 'unit_text': 'feet'}",False,Is the minimum lot width for a property in the R1a zoning district 125 feet?
"
ASK {
        ?zoning :minLotDepth ""150"" ;
                rdfs:label ""R1a"" .
}
",template_dimreg_4var_yn_answer,"{'regulation_predicate': ':minLotDepth', 'regulation_text': 'minimum lot depth', 'regulation_value': '150', 'zoning': 'R1a', 'unit_symbol': '[ft_i]', 'unit_text': 'feet'}",False,Is the minimum lot depth for a property in the R1a zoning district 150 feet?
"
ASK {
        ?zoning :minFrontSetback ""25"" ;
                rdfs:label ""R1a"" .
}
",template_dimreg_4var_yn_answer,"{'regulation_predicate': ':minFrontSetback', 'regulation_text': 'minimum front setback', 'regulation_value': '25', 'zoning': 'R1a', 'unit_symbol': '[ft_i]', 'unit_text': 'feet'}",False,Is the minimum front setback for a property in the R1a zoning district 25 feet?
"
ASK {
        ?zoning :minSideSetback ""10"" ;
                rdfs:label ""R1a"" .
}
",template_dimreg_4var_yn_answer,"{'regulation_predicate': ':minSideSetback', 'regulation_text': 'minimum side setback', 'regulation_value': '10', 'zoning': 'R1a', 'unit_symbol': '[ft_i]', 'unit_text': 'feet'}",False,Is the minimum side setback for a property in the R1a zoning district 10 feet?
"
ASK {
        ?zoning :minRearSetback ""30"" ;
                rdfs:label ""R1a"" .
}
",template_dimreg_4var_yn_answer,"{'regulation_predicate': ':minRearSetback', 'regulation_text': 'minimum rear setback', 'regulation_value': '30', 'zoning': 'R1a', 'unit_symbol': '[ft_i]', 'unit_text': 'feet'}",False,Is the minimum rear setback for a property in the R1a zoning district 30 feet?
"
ASK {
        ?zoning :maxBuildingHeight ""35"" ;
                rdfs:label ""R1a"" .
}
",template_dimreg_4var_yn_answer,"{'regulation_predicate': ':maxBuildingHeight', 'regulation_text': 'maximum building height', 'regulation_value': '35', 'zoning': 'R1a', 'unit_symbol': '[ft_i]', 'unit_text': 'feet'}",False,Is the maximum building height for a property in the R1a zoning district 35 feet?
"
ASK {
        ?zoning :minLotSize ""20000"" ;
                rdfs:label ""R1b"" .
}
",template_dimreg_4var_yn_answer,"{'regulation_predicate': ':minLotSize', 'regulation_text': 'minimum lot size', 'regulation_value': '20000', 'zoning': 'R1b', 'unit_symbol': '[sft_i]', 'unit_text': 'square feet'}",False,Is the minimum lot size for a property in the R1b zoning district 20000 square feet?
